axis,t_s,v_V,i_A
q,0.0109,1.79687531120437,4.28931592923521
q,0.01095,1.80109758701842,4.28580894289802
q,0.011,1.79501201885592,4.28533400358705
q,0.01105,1.79698163501528,4.28532458349029
q,0.0111,1.80138430723383,4.28343255779762
q,0.01115,1.79976162821403,4.28506458596813
q,0.0112,1.79793180284289,4.2838886930354
q,0.01125,1.79624039132234,4.2832457489673
q,0.0113,1.8035588105567,4.28616144773076
q,0.01135,1.79638847049057,4.28710716500449
q,0.0114,1.801141307068,4.2879944032492
q,0.01145,1.79358778820849,4.28530980644317
q,0.0115,1.80133697546642,4.2850828207784
q,0.01155,1.79601212784481,4.28499875552902
q,0.0116,1.80053140008758,4.28602452238316
q,0.01165,1.79817084935198,4.28359809127211
q,0.0117,1.79560437790385,4.28374400780865
q,0.01175,1.79794885864859,4.28749810797163
q,0.0118,1.80022661093794,4.28387028135684
q,0.01185,1.80093023434242,4.28409711134213
q,0.0119,1.80150443712626,4.28343560716061
q,0.01195,1.8043436883446,4.285526379268
q,0.012,1.8054526439735,4.28395113668822
q,0.01205,1.79852535330003,4.28574853501105
q,0.0121,1.79868227667265,4.28754313311659
q,0.01215,1.79969488150503,4.28732992245688
q,0.0122,1.80386429168924,4.28576684677914
q,0.01225,1.79956088454159,4.28582480928453
q,0.0123,1.79907501544749,4.2872837317751
q,0.01235,1.79708441416224,4.28797064693653
q,0.0124,1.7998607594437,4.28463603743952
q,0.01245,1.79942682774738,4.28780158025658
q,0.0125,1.79878178862251,4.28304289739028
q,0.01255,1.79784769200418,4.28399298671627
q,0.0126,1.80353863783533,4.28396165562125
q,0.01265,1.80120100310799,4.2840882184234
q,0.0127,1.7968320112165,4.28727943403681
q,0.01275,1.80502112194863,4.2874511368094
q,0.0128,1.80203015176074,4.28688734593158
q,0.01285,1.80320589294651,4.28624228821813
q,0.0129,1.80176586764194,4.28728072815126
q,0.01295,1.80182603087898,4.28689930761381
q,0.013,1.80428774711102,4.28409310408206
q,0.01305,1.80326379614681,4.28580919874245
q,0.0131,1.80082567119689,4.28628040067916
q,0.01315,1.80173535384652,4.28190450950851
q,0.0132,1.79942730805981,4.28456144926633
q,0.01325,1.79820352978179,4.28848224241111
q,0.0133,1.80043327910982,4.28597728546433
q,0.01335,1.79746846968416,4.28436167756552
q,0.0134,1.7975963068081,4.28375259054891
q,0.01345,1.80211199481768,4.2853832485752
q,0.0135,1.7996267083454,4.2871497342872
q,0.01355,1.80367451004393,4.28587617506091
q,0.0136,1.79757472190574,4.28504463981209
q,0.01365,1.79609042012422,4.2870040050563
q,0.0137,1.80129682754301,4.28668553979985
q,0.01375,1.803584135425,4.28434023790199
q,0.0138,1.80175295177174,4.28617410643428
q,0.01385,1.80193779003673,4.28571711215319
q,0.0139,1.80265404409037,4.28574745515313
q,0.01395,1.80140633961074,4.28682607838091
q,0.014,1.803475232265,4.28740858550701
q,0.01405,1.79815950538024,4.28540397265908
q,0.0141,1.80260165769011,4.28485592612835
q,0.01415,1.80057689666468,4.28454383535825
q,0.0142,1.80137874938996,4.28927605200677
q,0.01425,1.80052853355239,4.28562208039828
q,0.0143,1.80103103423379,4.28659016152494
q,0.01435,1.80477661680562,4.28686059099959
q,0.0144,1.8025801265773,4.28364172487926
q,0.01445,1.79971532448901,4.28546662321906
q,0.0145,1.79950748046674,4.287881262899
q,0.01455,1.80054048386992,4.28154244590911
q,0.0146,1.80539629051042,4.2863264587004
q,0.01465,1.80471832007628,4.28295686299588
q,0.0147,1.80019822223941,4.28615108380543
q,0.01475,1.79643691333979,4.28870800103263
q,0.0148,1.80424559086104,4.28281230967848
q,0.01485,1.79671795242591,4.28500701687285
q,0.0149,1.7984392358788,4.28627769028139
q,0.01495,1.79938535165768,4.28691204659895
q,0.015,1.80182793809813,4.28816821365215
q,0.01505,1.79702400453641,4.2860807903168
q,0.0151,1.80169476050055,4.28727442621853
q,0.01515,1.79552095330957,4.28641333681381
q,0.0152,1.79849465525928,4.28817959866514
q,0.01525,1.80160089077522,4.28261200395538
q,0.0153,1.80429015191698,4.29002997693811
q,0.01535,1.79941996886553,4.28557219912715
q,0.0154,1.79949795344269,4.28517023866744
q,0.01545,1.79846098009985,4.28665642343432
q,0.0155,1.8050032296042,4.28775517885738
q,0.01555,1.79245984962796,4.28135534547534
q,0.0156,1.79989057891354,4.28495137910953
q,0.01565,1.79992673195135,4.28450930905889
q,0.0157,1.80398545103997,4.28853989081365
q,0.01575,1.79603931064068,4.28509822949728
q,0.0158,1.80414852587522,4.28577595995833
q,0.01585,1.79905729005124,4.28679854299517
q,0.0159,1.80185186926693,4.28754526718602
q,0.01595,1.79882165156337,4.28664852396745
q,0.016,1.80012488185818,4.28516878594769
q,0.01605,1.79945170423367,4.2849302075293
q,0.0161,1.79740313042177,4.28677725375632
q,0.01615,1.7995960247431,4.28034150293203
q,0.0162,1.79811138475185,4.28649594890176
q,0.01625,1.79501195554333,4.2845723336449
q,0.0163,1.79921737399793,4.28848992980997
q,0.01635,1.79658847007275,4.28742696755777
q,0.0164,1.79734994498049,4.28580097054261
q,0.01645,1.7999808034026,4.28602440227682
q,0.0165,1.80227153673256,4.28111072107585
q,0.01655,1.79945151650831,4.28874170584502
q,0.0166,1.79913168997033,4.28579120013767
q,0.01665,1.80027621133669,4.28720126401389
q,0.0167,1.79833851713079,4.2839160598392
q,0.01675,1.79966271310217,4.28256644864615
q,0.0168,1.80082830830384,4.2884453685311
q,0.01685,1.80061677329642,4.28447785488502
q,0.0169,1.79986213125577,4.2893220523351
q,0.01695,1.7993141999818,4.28637173906571
q,0.017,1.79934508243566,4.28817026181647
q,0.01705,1.800529053694,4.28371350007823
q,0.0171,1.79658013283475,4.28706937737178
q,0.01715,1.80020878356582,4.28556671589823
q,0.0172,1.79840878451298,4.28272606577928
q,0.01725,1.80312217658784,4.28402721039429
q,0.0173,1.80053736530294,4.2857068923218
q,0.01735,1.80501352077058,4.2861420386675
q,0.0174,1.79993172316781,4.28620222735923
q,0.01745,1.79271025302059,4.28668782805748
q,0.0175,1.80411584863975,4.28580003436511
q,0.01755,1.80504308005583,4.28824017214667
q,0.0176,1.79669117366531,4.28910800564988
q,0.01765,1.79645587828864,4.28802134311228
q,0.0177,1.79609068254172,4.28544599805803
q,0.01775,1.80004962274079,4.28587027573507
q,0.0178,1.79726943783764,4.28627403496186
q,0.01785,1.79956702948696,4.28577453121206
q,0.0179,1.80098848843271,4.28490100023545
q,0.01795,1.80394472658866,4.28579473488324
q,0.018,1.79596422458067,4.2847921897517
q,0.01805,1.80158802009495,4.28657584350371
q,0.0181,1.79871334234618,4.28600925859337
q,0.01815,1.80221712535648,4.28331432829332
q,0.0182,1.80571683601861,4.28646475785366
q,0.01825,1.79874008268998,4.28324919281539
q,0.0183,1.80128489017559,4.28685585146986
q,0.01835,1.7990638262191,4.28636003411173
q,0.0184,1.80206496724746,4.28279236852601
q,0.01845,1.8011372697738,4.28616068938066
q,0.0185,1.79801364804855,4.28536589259189
q,0.01855,1.7986884210191,4.28153165155539
q,0.0186,1.79965797933181,4.28404601238171
q,0.01865,1.79980487503028,4.28310631082938
q,0.0187,1.79661850897484,4.28459187963931
q,0.01875,1.80005828300225,4.28544067220583
q,0.0188,1.80067305613859,4.28959295422852
q,0.01885,1.79750550627075,4.2874431214095
q,0.0189,1.80098309397767,4.28546017660041
q,0.01895,1.8029376429494,4.28644599927173
q,0.019,1.79918580105302,4.28483816325944
q,0.01905,1.79934211107882,4.28642557845784
q,0.0191,1.80373920432272,4.28606397618009
q,0.01915,1.79829508700308,4.28562579832742
q,0.0192,1.80116150787226,4.28568466481916
q,0.01925,1.79794767350247,4.28581431708331
q,0.0193,1.80297937173762,4.28850414087354
q,0.01935,1.80287653050235,4.28527423727037
q,0.0194,1.8058254896349,4.28410405721304
q,0.01945,1.80387415641342,4.28699825694765
q,0.0195,1.80083698627885,4.28864463476754
q,0.01955,1.80182397083008,4.28231605801962
q,0.0196,1.79850974659748,4.28482183855715
q,0.01965,1.7988223054859,4.28861641961885
q,0.0197,1.80123050128609,4.28543676375618
q,0.01975,1.80359863235634,4.28269468098265
q,0.0198,1.80554338599559,4.28853724948407
q,0.01985,1.79603215093054,4.28470317815993
q,0.0199,1.80046205243306,4.28610050995171
q,0.01995,1.79499226110014,4.28457410737039
q,0.02,1.79790050830261,4.28471368343751
q,0.02005,1.79698307560465,4.28856409082448
q,0.0201,1.80084640825904,4.28477391456992
q,0.02015,1.80311261216572,4.28688358504257
q,0.0202,1.80671556465607,4.28505365424296
q,0.02025,1.79618026504606,4.28581769936033
q,0.0203,1.7947914254403,4.2846422478372
q,0.02035,1.79588623769015,4.28341794071508
q,0.0204,1.7994984499032,4.28720568412281
q,0.02045,1.79600090562743,4.28484534089023
q,0.0205,1.80461170247954,4.28759022552119
q,0.02055,1.7953399394361,4.28613775867374
q,0.0206,1.7939131627283,4.28654594417881
q,0.02065,1.79899639769761,4.28660547951612
q,0.0207,1.80327009452553,4.28620279821635
q,0.02075,1.80147717465431,4.28501740929248
q,0.0208,1.80021760756125,4.28570155653198
q,0.02085,1.80669789507109,4.28431274073967
q,0.0209,1.80317545369796,4.28935789429898
q,0.02095,1.80180650751207,4.28470394398808
q,0.021,1.79344281651628,4.28079374450716
q,0.02105,1.80227369012288,4.28304767106552
q,0.0211,1.80181782360366,4.284844236295
q,0.02115,1.79831238777619,4.28683292377547
q,0.0212,1.79638767952746,4.28703565282875
q,0.02125,1.79905737165192,4.28701669742703
q,0.0213,1.80640035801849,4.2845729645375
q,0.02135,1.80400453181954,4.28368315988632
q,0.0214,1.80035223889936,4.28764603820295
q,0.02145,1.79364561798561,4.2874106011618
q,0.0215,1.80069329520847,4.28386267867649
q,0.02155,1.80066279732899,4.28416025013828
q,0.0216,1.80487428513484,4.28830393225356
q,0.02165,1.79529097828804,4.28335476188106
q,0.0217,1.80402040776204,4.28381271906295
q,0.02175,1.8026086741867,4.28665045345367
q,0.0218,1.80252900149437,4.28402060783927
q,0.02185,1.80115347418696,4.28640020539022
q,0.0219,1.80791272728708,4.28274302995621
q,0.02195,1.79869611968247,4.28640469492336
q,0.022,1.79788357345874,4.28500693809164
q,0.02205,1.79548950741885,4.28593965428503
q,0.0221,1.8015360842739,4.28352409710887
q,0.02215,1.80085903466017,4.28579849747801
q,0.0222,1.80020799691585,4.28592279845851
q,0.02225,1.79798173753495,4.28646162212993
q,0.0223,1.79653924032518,4.28493224627063
q,0.02235,1.79842405802448,4.2823499122321
q,0.0224,1.80131025669038,4.28559550196466
q,0.02245,1.79596924456206,4.28498668383161
q,0.0225,1.80179189731428,4.28528244868788
q,0.02255,1.80064141252577,4.28509399877359
q,0.0226,1.7957229554484,4.28535276535332
q,0.02265,1.80246632425605,4.28588341108699
q,0.0227,1.79887240768497,4.28178022397888
q,0.02275,1.80064597596126,4.28711345859665
q,0.0228,1.80130307069849,4.28577399736456
q,0.02285,1.79769439685999,4.28599179595168
q,0.0229,1.8031109683621,4.28340197449569
q,0.02295,1.80324177663254,4.28714351319647
q,0.023,1.79624143941866,4.28901404693277
q,0.02305,1.80374253798865,4.28455742048271
q,0.0231,1.79888513266787,4.28462375595327
q,0.02315,1.79594879683112,4.28367857247211
q,0.0232,1.79783679821274,4.28564009080624
q,0.02325,1.80090341841072,4.28753869214052
q,0.0233,1.79602622548936,4.28165871131713
q,0.02335,1.79975498433973,4.28633869928685
q,0.0234,1.80316679271758,4.2856845907315
q,0.02345,1.79951331134434,4.2875871881587
q,0.0235,1.79580803903986,4.28819494325429
q,0.02355,1.79739531453127,4.28902210646764
q,0.0236,1.79866511488625,4.28648153011686
q,0.02365,1.79635122860756,4.28380846428549
q,0.0237,1.80285234082986,4.28892372606496
q,0.02375,1.80314455703427,4.28497086564005
q,0.0238,1.80058846466703,4.28516156183346
q,0.02385,1.80114848546991,4.28702819622087
q,0.0239,1.80168418542988,4.28543253529844
q,0.02395,1.80713683974693,4.29013484157688
q,0.024,1.80306323298724,4.28868578418871
q,0.02405,1.79774048031998,4.28517482887058
q,0.0241,1.79478171609741,4.28421391097068
q,0.02415,1.8025406929533,4.28283578734108
q,0.0242,1.80132682505462,4.28421555210012
q,0.02425,1.80103010582613,4.28724675997422
q,0.0243,1.79656229488156,4.28560834873249
q,0.02435,1.7963866893888,4.28751101423488
q,0.0244,1.80185581104994,4.28513801854493
q,0.02445,1.79727832237342,4.28565881839071
q,0.0245,1.80328398720235,4.2894827773107
q,0.02455,1.80160729557255,4.2863713176375
q,0.0246,1.79863715704658,4.28600254252803
q,0.02465,1.80064371078713,4.28584157163853
q,0.0247,1.80278893206538,4.2877172860183
q,0.02475,1.80272373131266,4.28328325339192
q,0.0248,1.80100720944645,4.28585038844578
q,0.02485,1.80010977896051,4.28583562652807
q,0.0249,1.79940929926755,4.28594979304732
q,0.02495,1.80245672944946,4.2864990115317
q,0.025,1.79764467696086,4.28696881629414
q,0.02505,1.79714863953041,4.28321280230604
q,0.0251,1.80451621573858,4.28509050553664
q,0.02515,1.80161122130815,4.28612573030562
q,0.0252,1.79994955156428,4.28258876752646
q,0.02525,1.80436205904971,4.29033336308073
q,0.0253,1.8001157425374,4.28454636664413
q,0.02535,1.8042662685421,4.28812925976058
q,0.0254,1.80028176328569,4.28617650675189
q,0.02545,1.79797124028125,4.28627466994239
q,0.0255,1.80284651450356,4.28967012366652
q,0.02555,1.80176388727089,4.28769519445024
q,0.0256,1.79445706471518,4.28694641142829
q,0.02565,1.79862579696988,4.28618202949165
q,0.0257,1.80648025494319,4.28338291998152
q,0.02575,1.79756864703999,4.28296366809371
q,0.0258,1.79287716970432,4.28311711519368
q,0.02585,1.80342518278908,4.28853307134948
q,0.0259,1.79915931958486,4.28467601146007
q,0.02595,1.79794480798043,4.28824244506797
q,0.026,1.79780068696054,4.28846745875967
q,0.02605,1.80098300248019,4.28520307145153
q,0.0261,1.80271783286439,4.2837912399292
q,0.02615,1.80031456900008,4.28737867679702
q,0.0262,1.79445333023912,4.28370710167543
q,0.02625,1.80121324039852,4.28317807823326
q,0.0263,1.80239967350497,4.28893502921419
q,0.02635,1.80155218954046,4.28468058500799
q,0.0264,1.80052569139262,4.28333415919238
q,0.02645,1.79945408161954,4.28322766590689
q,0.0265,1.80038874076641,4.28550179412318
q,0.02655,1.79393001268991,4.28480705315694
q,0.0266,1.80129434978496,4.28509069802919
q,0.02665,1.7970358613362,4.2857627755493
q,0.0267,1.79694672225165,4.28636300759332
q,0.02675,1.79483169059806,4.28553625788944
q,0.0268,1.80201255358658,4.28830971567835
q,0.02685,1.80011408885362,4.28561062328546
q,0.0269,1.79949242177977,4.28336317987196
q,0.02695,1.8009020084924,4.28465385946162
q,0.027,1.8026933230603,4.28830981675848
q,0.02705,1.80322371956121,4.28524949277733
q,0.0271,1.79459336211923,4.28522714557083
q,0.02715,1.80124747448102,4.28981252471802
q,0.0272,1.80250410758111,4.28433884467385
q,0.02725,1.80278724970562,4.28584407020111
q,0.0273,1.80190379688247,4.28482256811721
q,0.02735,1.7991379195809,4.28338654304218
q,0.0274,1.8014190596833,4.28261157780235
q,0.02745,1.79651260041584,4.28589757926233
q,0.0275,1.80044196330285,4.28301820019924
q,0.02755,1.79561791839479,4.28839114437701
q,0.0276,1.80254758099079,4.28421203329223
q,0.02765,1.80174081204343,4.28273443486161
q,0.0277,1.79893099696686,4.28411620172954
q,0.02775,1.79839250270359,4.28860283809148
q,0.0278,1.80022698759392,4.28494648081325
q,0.02785,1.80379850342572,4.28907570793834
q,0.0279,1.80591302895577,4.28890707143589
q,0.02795,1.80206241373911,4.28821530441352
q,0.028,1.80311955087133,4.28790533084019
q,0.02805,1.79961226133274,4.28352265764185
q,0.0281,1.79955783221264,4.28535569655485
q,0.02815,1.80014490290203,4.28663271058545
q,0.0282,1.79830767766296,4.28213041659763
q,0.02825,1.7985260447117,4.28417312714018
q,0.0283,1.79983752697635,4.28262688188427
q,0.02835,1.7990870247592,4.28638650272303
q,0.0284,1.8017017744342,4.28660963201658
q,0.02845,1.79770985285386,4.28381102513111
q,0.0285,1.79287151143564,4.28800637872255
q,0.02855,1.80578840723552,4.28557861350978
q,0.0286,1.80175770932236,4.28587259517331
q,0.02865,1.79911944719311,4.28849591624869
q,0.0287,1.80032004416058,4.28601166163062
q,0.02875,1.80283561676106,4.28341930920171
q,0.0288,1.79731262253824,4.28447574045431
q,0.02885,1.80000259845818,4.27955796669272
q,0.0289,1.80951868746829,4.28391062207386
q,0.02895,1.80214061371643,4.28907561943836
q,0.029,1.79449534358948,4.28381095797151
q,0.02905,1.80359557021954,4.28218410649498
q,0.0291,1.79763296788735,4.28644560894842
q,0.02915,1.79843222427403,4.28599385486185
q,0.0292,1.79443565299062,4.2868346915885
q,0.02925,1.79873865490511,4.28280660208134
q,0.0293,1.79662014555289,4.28665643096263
q,0.02935,1.80559101388049,4.28814015958726
q,0.0294,1.79829901289148,4.28883640873735
q,0.02945,1.79938485498503,4.28594155689764
q,0.0295,1.7974194916884,4.28742552511715
q,0.02955,1.79813632837732,4.28317246359739
q,0.0296,1.79811872835969,4.28767593680964
q,0.02965,1.79975904007063,4.28513649090394
q,0.0297,1.79615107753968,4.28852437745697
q,0.02975,1.79889407334598,4.28225427540437
q,0.0298,1.79849810178007,4.28463212381415
q,0.02985,1.79969783466151,4.28679227631276
q,0.0299,1.79882778888838,4.28366532673335
q,0.02995,1.80661458227533,4.28648004767241
q,0.03,1.80479620678756,4.29005915718958
q,0.03005,1.79804615712595,4.287088386142
q,0.0301,1.79897996478379,4.28414927479247
q,0.03015,1.79741886317907,4.28354093071595
q,0.0302,1.79687599390536,4.28474623648156
q,0.03025,1.80609263831302,4.28824320340626
q,0.0303,1.79856430181401,4.28729817983258
q,0.03035,1.80021483747391,4.28674803819254
q,0.0304,1.80224931758477,4.28547580820767
q,0.03045,1.80416707131121,4.28322272921731
q,0.0305,1.79815151231864,4.28495045825566
q,0.03055,1.79608631176671,4.28734139168114
q,0.0306,1.80561048101101,4.28574853680546
q,0.03065,1.79890473440388,4.28258882670027
q,0.0307,1.80003738115913,4.28632989479062
q,0.03075,1.80164310964511,4.28534696647823
q,0.0308,1.80343855614335,4.28608638183143
q,0.03085,1.80001438433437,4.28375705749699
q,0.0309,1.80362054241261,4.2887353884546
q,0.03095,1.80069415906706,4.28606566212057
q,0.031,1.8011529869703,4.28543557803421
q,0.03105,1.80059110658189,4.28938083810583
q,0.0311,1.79668139109842,4.28606582003148
q,0.03115,1.79917777301606,4.28594946238507
q,0.0312,1.80112110726419,4.28448018534631
q,0.03125,1.79812985998382,4.28065609579705
q,0.0313,1.79420903252675,4.28637692473583
q,0.03135,1.79843994493939,4.28657552501103
q,0.0314,1.7978703775177,4.28517717625103
q,0.03145,1.79852665841524,4.28734811226706
q,0.0315,1.80618767222798,4.28422556465106
q,0.03155,1.80001791768909,4.28691038901612
q,0.0316,1.79590482825051,4.28784664280417
q,0.03165,1.79588990815432,4.28599171870398
q,0.0317,1.8010435352718,4.28381365347883
q,0.03175,1.79333409740638,4.28624327098329
q,0.0318,1.80086830581205,4.28719924191735
q,0.03185,1.79641260401567,4.28441807340655
q,0.0319,1.79636898136008,4.28958797326512
q,0.03195,1.79980883515689,4.28628289774135
q,0.032,1.80316429951252,4.28819091259167
q,0.03205,1.80545240657466,4.28274260633956
q,0.0321,1.79794873946872,4.28518507286044
q,0.03215,1.80108655282789,4.28509282069594
q,0.0322,1.80127563578044,4.28347840287539
q,0.03225,1.80102239014192,4.28754007320627
q,0.0323,1.79824210653671,4.28472534148047
q,0.03235,1.79818471691334,4.28844859662153
q,0.0324,1.79870928239796,4.28598975020507
q,0.03245,1.79988328116264,4.28313493738729
q,0.0325,1.79793046185112,4.28534646781378
q,0.03255,1.8003207859607,4.28620815667143
q,0.0326,1.79829893841558,4.2875416401134
q,0.03265,1.79865257023123,4.2835632767363
q,0.0327,1.80102866151578,4.28516904202965
q,0.03275,1.80591397310111,4.28722952456281
q,0.0328,1.80056937147811,4.28532684070087
q,0.03285,1.79876520503875,4.28412560160614
q,0.0329,1.80373676520962,4.28567899370893
q,0.03295,1.80474289307001,4.2863851887579
q,0.033,1.80099759636116,4.28183233180656
q,0.03305,1.80309284107129,4.28502447171388
q,0.0331,1.80021588439101,4.2859651925781
q,0.03315,1.80410298983492,4.28319788939798
q,0.0332,1.80024139715396,4.28042207545685
q,0.03325,1.8001665839537,4.28669491406814
q,0.0333,1.79561078487871,4.28134189530811
q,0.03335,1.79491322860091,4.28777099182023
q,0.0334,1.80125273470482,4.28671443503883
q,0.03345,1.80356477451611,4.28262919897419
q,0.0335,1.79874246933664,4.284794214572
q,0.03355,1.80293591820424,4.28524657068799
q,0.0336,1.80237535383457,4.28604554071634
q,0.03365,1.79753890804584,4.28431341125729
q,0.0337,1.80310924291003,4.28456580036591
q,0.03375,1.80143651917658,4.28583242110684
q,0.0338,1.7988457876395,4.28239180378962
q,0.03385,1.79957346068015,4.29105915463899
q,0.0339,1.803758074574,4.28394036024828
q,0.03395,1.80232709709626,4.28577049049539
q,0.034,1.79677810230724,4.28523607495104
q,0.03405,1.80093039389298,4.28477586789837
q,0.0341,1.79705782130546,4.28432971335273
q,0.03415,1.7987781086455,4.28228102941714
q,0.0342,1.80388440638352,4.28757988852843
q,0.03425,1.79788781193596,4.28397082520847
q,0.0343,1.80013041677414,4.28204546706698
q,0.03435,1.80413599901168,4.2823716702639
q,0.0344,1.79913695464189,4.28502030336603
q,0.03445,1.800501126331,4.28308929379735
q,0.0345,1.80048521770063,4.28533103004743
q,0.03455,1.80752522825471,4.28390255033065
q,0.0346,1.80184356349286,4.28792075486011
q,0.03465,1.79890574151591,4.28456237705539
q,0.0347,1.79863683333367,4.28667728622902
q,0.03475,1.80313089933105,4.28496610206298
q,0.0348,1.79897181665401,4.28601035724258
q,0.03485,1.80211984492744,4.28561079508322
q,0.0349,1.7983716103337,4.28583189227517
q,0.03495,1.79411974202086,4.2879668255093
q,0.035,1.8010816292015,4.28692484802594
q,0.03505,1.80053284868731,4.28480644416661
q,0.0351,1.79547093666658,4.28479757144608
q,0.03515,1.80142883129075,4.28569784924677
q,0.0352,1.79982968398243,4.28204119577883
q,0.03525,1.79916436045157,4.28834958811528
q,0.0353,1.79559843709023,4.28422016976994
q,0.03535,1.79943235194826,4.28470972431672
q,0.0354,1.80098781164747,4.28620519973813
q,0.03545,1.79902263885027,4.28333762182505
q,0.0355,1.79994569524803,4.28523530198284
q,0.03555,1.79692263071713,4.28409009960353
q,0.0356,1.80043216894733,4.28486608195457
q,0.03565,1.79834228675864,4.28870221107006
q,0.0357,1.79921432486301,4.28724874282819
q,0.03575,1.8016726084242,4.28634246554445
q,0.0358,1.80195173814546,4.2848900901396
q,0.03585,1.80195987991188,4.28695882280186
q,0.0359,1.804206012994,4.28673257067801
q,0.03595,1.80320664233444,4.28511188090221
q,0.036,1.80361296111568,4.28381841574341
q,0.03605,1.80040802066725,4.28483749310267
q,0.0361,1.79543910489587,4.28593372058093
q,0.03615,1.79817984765081,4.28235931948621
q,0.0362,1.80187908003569,4.28629039135797
q,0.03625,1.80184784451175,4.28298731583371
q,0.0363,1.80125597275781,4.28487931973777
q,0.03635,1.80080471277042,4.28425542898143
q,0.0364,1.80245166750096,4.28288774973907
q,0.03645,1.7967595659204,4.28508929013183
q,0.0365,1.8008748284558,4.2847262386126
q,0.03655,1.8083517987148,4.28893958169271
q,0.0366,1.80339396130638,4.28114375884367
q,0.03665,1.79778170303769,4.28501089574089
q,0.0367,1.80296027338261,4.28594161610982
q,0.03675,1.79671395614587,4.28386575416165
q,0.0368,1.80525558333128,4.28469368877676
q,0.03685,1.79778879267551,4.28333738644281
q,0.0369,1.79978978382104,4.2855424425696
q,0.03695,1.80038753299478,4.28536086267917
q,0.037,1.80274416507972,4.28440489915289
q,0.03705,1.79989402282327,4.28415844238233
q,0.0371,1.79793955549521,4.28645274032064
q,0.03715,1.80262986636251,4.28444658554244
q,0.0372,1.79759895798456,4.28672901928302
q,0.03725,1.80094253762573,4.2870821891194
q,0.0373,1.79940332100233,4.28551002841167
q,0.03735,1.80066279951121,4.28268818236291
q,0.0374,1.79674530427238,4.28420696293739
q,0.03745,1.80515359508177,4.28491857791686
q,0.0375,1.79613538407936,4.28785255432838
q,0.03755,1.79525990586925,4.28507640943849
q,0.0376,1.80633351937698,4.28535872692791
q,0.03765,1.79809083033239,4.2858705680886
q,0.0377,1.80137442968604,4.28407537570452
q,0.03775,1.79638327238366,4.2862605971478
q,0.0378,1.80035519921507,4.28435665412652
q,0.03785,1.79710395290306,4.28741104037389
q,0.0379,1.79239492883198,4.28598668413471
q,0.03795,1.79701859241194,4.28455805842142
q,0.038,1.80469842713825,4.2870051608933
q,0.03805,1.8020269527496,4.28346370807964
q,0.0381,1.7968761112287,4.28571260155656
q,0.03815,1.80325528141253,4.29028862619278
q,0.0382,1.79770123285936,4.28315192136395
q,0.03825,1.7995276606443,4.28481557081324
q,0.0383,1.79647426301923,4.28428868522467
q,0.03835,1.7964215562754,4.28614146111233
q,0.0384,1.79539132480641,4.28671749788253
q,0.03845,1.80609431469628,4.28627882379876
q,0.0385,1.8042306099171,4.28972179145559
q,0.03855,1.79686076958122,4.28537502149113
q,0.0386,1.79865035873586,4.28384143309611
q,0.03865,1.80221880017961,4.28646326747141
q,0.0387,1.79929212467402,4.28730650997579
q,0.03875,1.80362380168018,4.28769130476388
q,0.0388,1.79956487145573,4.28380535874476
q,0.03885,1.80357555719404,4.28602304698534
q,0.0389,1.79246468923594,4.28793769513225
q,0.03895,1.80003729011204,4.28528381751534
q,0.039,1.80138910763495,4.2860168405085
q,0.03905,1.80135290532588,4.28926957779617
q,0.0391,1.79705770992267,4.28801355577326
q,0.03915,1.79628692256712,4.28564401392091
q,0.0392,1.7918427184889,4.28724870428498
q,0.03925,1.80082183753721,4.28419642760934
q,0.0393,1.79894601648796,4.28629397657114
q,0.03935,1.80474577093796,4.28768957227148
q,0.0394,1.80186208903492,4.28551361314266
q,0.03945,1.80243731343658,4.28372543268966
q,0.0395,1.8038598009887,4.28343974230544
q,0.03955,1.80105300214764,4.28429192830237
q,0.0396,1.79960201460956,4.28432517644272
q,0.03965,1.79428138730446,4.28672449882248
q,0.0397,1.79531991853109,4.28639147717422
q,0.03975,1.80150025552536,4.28473164391602
q,0.0398,1.79816562339156,4.28253300991147
q,0.03985,1.80294601245102,4.2868673918253
q,0.0399,1.80122831976416,4.28667405136452
q,0.03995,1.80074487589723,4.2841289389571
q,0.04,1.79565114984684,4.28234695162313
q,0.04005,1.79562249278779,4.2865191354023
q,0.0401,1.8073702518952,4.28939480039616
q,0.04015,1.79669517076895,4.28159729650298
q,0.0402,1.81178923631143,4.28644395486578
q,0.04025,1.80135529453554,4.28329288329087
q,0.0403,1.80186778279112,4.28840029021425
q,0.04035,1.79868454481754,4.28519245858848
q,0.0404,1.79675671981463,4.28490694343097
q,0.04045,1.79643541619386,4.28514291747665
q,0.0405,1.8015671608712,4.28721501570021
q,0.04055,1.80314147206965,4.28800825779024
q,0.0406,1.80110056105831,4.28858534045264
q,0.04065,1.80294325155977,4.2862371957827
q,0.0407,1.80130766263725,4.2824318570195
q,0.04075,1.80129930269616,4.28522697775473
q,0.0408,1.79871024577102,4.28364705357541
q,0.04085,1.79823785865267,4.28807436103689
q,0.0409,1.79509489320585,4.28488882214835
q,0.04095,1.79954118913595,4.28584225210688
q,0.041,1.80324560067198,4.28657052552532
q,0.04105,1.80097031439239,4.28621018103791
q,0.0411,1.80354838720813,4.28584650290663
q,0.04115,1.80352217918176,4.28568543189724
q,0.0412,1.79800298570673,4.28692614629953
q,0.04125,1.7969660396535,4.28824507152081
q,0.0413,1.80334389295243,4.28812755669276
